"Private" "Apps" "Accept" "Enroll" "Expend" "Grad.Rate" "Top25perc" "lat" "lng" "Name" "mappop"
"Saint Olaf College" "Private" 2248 1673 745 12502 83 73 44.461154 -93.1836963 "Saint Olaf College" "<b>Saint Olaf College</b><br><b>Private</b><br><b>Applications: </b>2248<br><b>Applicatants accepted: </b>1673<br><b>Enrollments: </b>745"
"Saint Peter's College" "Private" 1606 1413 530 7669 53 38 40.7273017 -74.0718197 "Saint Peter's College" "<b>Saint Peter's College</b><br><b>Private</b><br><b>Applications: </b>1606<br><b>Applicatants accepted: </b>1413<br><b>Enrollments: </b>530"
"Saint Vincent College" "Private" 700 595 278 8534 88 35 40.2926131 -79.4056784 "Saint Vincent College" "<b>Saint Vincent College</b><br><b>Private</b><br><b>Applications: </b>700<br><b>Applicatants accepted: </b>595<br><b>Enrollments: </b>278"
"Saint Xavier University" "Private" 785 647 295 8953 55 65 41.7069321 -87.716174 "Saint Xavier University" "<b>Saint Xavier University</b><br><b>Private</b><br><b>Applications: </b>785<br><b>Applicatants accepted: </b>647<br><b>Enrollments: </b>295"
"Salem-Teikyo University" "Private" 489 384 120 8946 98 52 39.2889078 -80.5710545 "Salem-Teikyo University" "<b>Salem-Teikyo University</b><br><b>Private</b><br><b>Applications: </b>489<br><b>Applicatants accepted: </b>384<br><b>Enrollments: </b>120"
"Salem College" "Private" 335 284 132 9599 60 69 36.08726 -80.2401509 "Salem College" "<b>Salem College</b><br><b>Private</b><br><b>Applications: </b>335<br><b>Applicatants accepted: </b>284<br><b>Enrollments: </b>132"
"Salisbury State University" "Public" 4216 2290 736 5125 56 52 38.3444766 -75.6058571 "Salisbury State University" "<b>Salisbury State University</b><br><b>Public</b><br><b>Applications: </b>4216<br><b>Applicatants accepted: </b>2290<br><b>Enrollments: </b>736"
"Samford University" "Private" 1680 1395 691 9533 61 76 33.4649931 -86.7919851 "Samford University" "<b>Samford University</b><br><b>Private</b><br><b>Applications: </b>1680<br><b>Applicatants accepted: </b>1395<br><b>Enrollments: </b>691"
"San Diego State University" "Public" 9402 7020 2151 7930 41 70 32.7747703 -117.071665 "San Diego State University" "<b>San Diego State University</b><br><b>Public</b><br><b>Applications: </b>9402<br><b>Applicatants accepted: </b>7020<br><b>Enrollments: </b>2151"
"Santa Clara University" "Private" 4019 2779 888 10872 100 73 37.3496418 -121.9389875 "Santa Clara University" "<b>Santa Clara University</b><br><b>Private</b><br><b>Applications: </b>4019<br><b>Applicatants accepted: </b>2779<br><b>Enrollments: </b>888"
"Sarah Lawrence College" "Private" 1380 768 263 14779 83 82 40.9360524 -73.8433974 "Sarah Lawrence College" "<b>Sarah Lawrence College</b><br><b>Private</b><br><b>Applications: </b>1380<br><b>Applicatants accepted: </b>768<br><b>Enrollments: </b>263"
"Savannah Coll. of Art and Design" "Private" 1109 688 386 6874 55 65 32.0729232 -81.0940516 "Savannah Coll. of Art and Design" "<b>Savannah Coll. of Art and Design</b><br><b>Private</b><br><b>Applications: </b>1109<br><b>Applicatants accepted: </b>688<br><b>Enrollments: </b>386"
"Schreiner College" "Private" 584 413 131 8545 52 51 30.031826 -99.130819 "Schreiner College" "<b>Schreiner College</b><br><b>Private</b><br><b>Applications: </b>584<br><b>Applicatants accepted: </b>413<br><b>Enrollments: </b>131"
"Scripps College" "Private" 855 632 139 18372 73 83 34.1042118 -117.710379 "Scripps College" "<b>Scripps College</b><br><b>Private</b><br><b>Applications: </b>855<br><b>Applicatants accepted: </b>632<br><b>Enrollments: </b>139"
"Seattle Pacific University" "Private" 1183 1016 411 10368 66 82 47.6502678 -122.3611245 "Seattle Pacific University" "<b>Seattle Pacific University</b><br><b>Private</b><br><b>Applications: </b>1183<br><b>Applicatants accepted: </b>1016<br><b>Enrollments: </b>411"
"Seattle University" "Private" 2115 1540 494 10175 89 72 47.6105941 -122.3172284 "Seattle University" "<b>Seattle University</b><br><b>Private</b><br><b>Applications: </b>2115<br><b>Applicatants accepted: </b>1540<br><b>Enrollments: </b>494"
"Seton Hall University" "Private" 4576 3565 1000 10080 64 36 40.745101 -74.243007 "Seton Hall University" "<b>Seton Hall University</b><br><b>Private</b><br><b>Applications: </b>4576<br><b>Applicatants accepted: </b>3565<br><b>Enrollments: </b>1000"
"Seton Hill College" "Private" 936 794 197 10065 71 56 40.3090134 -79.5579127 "Seton Hill College" "<b>Seton Hill College</b><br><b>Private</b><br><b>Applications: </b>936<br><b>Applicatants accepted: </b>794<br><b>Enrollments: </b>197"
"Shippensburg University of Penn." "Public" 5818 3281 1116 6719 72 53 40.060906 -77.5214886 "Shippensburg University of Penn." "<b>Shippensburg University of Penn.</b><br><b>Public</b><br><b>Applications: </b>5818<br><b>Applicatants accepted: </b>3281<br><b>Enrollments: </b>1116"
"Shorter College" "Private" 540 445 165 7356 58 70 34.2577293 -85.1963103 "Shorter College" "<b>Shorter College</b><br><b>Private</b><br><b>Applications: </b>540<br><b>Applicatants accepted: </b>445<br><b>Enrollments: </b>165"
"Siena College" "Private" 2961 1932 628 8189 100 68 42.7184305 -73.7516675 "Siena College" "<b>Siena College</b><br><b>Private</b><br><b>Applications: </b>2961<br><b>Applicatants accepted: </b>1932<br><b>Enrollments: </b>628"
"Siena Heights College" "Private" 464 419 183 9431 47 31 41.9058992 -84.0158814 "Siena Heights College" "<b>Siena Heights College</b><br><b>Private</b><br><b>Applications: </b>464<br><b>Applicatants accepted: </b>419<br><b>Enrollments: </b>183"
"Simmons College" "Private" 1003 782 295 14086 79 53 42.3390666 -71.1006594 "Simmons College" "<b>Simmons College</b><br><b>Private</b><br><b>Applications: </b>1003<br><b>Applicatants accepted: </b>782<br><b>Enrollments: </b>295"
"Simpson College" "Private" 1016 872 300 7411 70 57 41.364988 -93.563626 "Simpson College" "<b>Simpson College</b><br><b>Private</b><br><b>Applications: </b>1016<br><b>Applicatants accepted: </b>872<br><b>Enrollments: </b>300"
"Sioux Falls College" "Private" 437 400 211 7881 48 35 43.5321764 -96.7390169 "Sioux Falls College" "<b>Sioux Falls College</b><br><b>Private</b><br><b>Applications: </b>437<br><b>Applicatants accepted: </b>400<br><b>Enrollments: </b>211"
"Skidmore College" "Private" 4293 2728 591 14837 81 62 43.0961489 -73.7817705 "Skidmore College" "<b>Skidmore College</b><br><b>Private</b><br><b>Applications: </b>4293<br><b>Applicatants accepted: </b>2728<br><b>Enrollments: </b>591"
"Smith College" "Private" 2925 1598 632 21199 90 88 42.3180957 -72.6372341 "Smith College" "<b>Smith College</b><br><b>Private</b><br><b>Applications: </b>2925<br><b>Applicatants accepted: </b>1598<br><b>Enrollments: </b>632"
"South Dakota State University" "Public" 2807 2589 1701 5084 67 37 44.3185729 -96.7821217 "South Dakota State University" "<b>South Dakota State University</b><br><b>Public</b><br><b>Applications: </b>2807<br><b>Applicatants accepted: </b>2589<br><b>Enrollments: </b>1701"
"Southeast Missouri State University" "Public" 2281 1870 1408 5916 45 43 37.314985 -89.528531 "Southeast Missouri State University" "<b>Southeast Missouri State University</b><br><b>Public</b><br><b>Applications: </b>2281<br><b>Applicatants accepted: </b>1870<br><b>Enrollments: </b>1408"
"Southeastern Oklahoma State Univ." "Public" 818 700 447 4444 53 50 34.0048309 -96.3763534 "Southeastern Oklahoma State Univ." "<b>Southeastern Oklahoma State Univ.</b><br><b>Public</b><br><b>Applications: </b>818<br><b>Applicatants accepted: </b>700<br><b>Enrollments: </b>447"
"Southern California College" "Private" 385 340 193 8219 43 38 33.6627731 -117.901352 "Southern California College" "<b>Southern California College</b><br><b>Private</b><br><b>Applications: </b>385<br><b>Applicatants accepted: </b>340<br><b>Enrollments: </b>193"
"Southern Illinois University at Edwardsville" "Public" 2540 2195 994 7498 43 40 38.7930622 -89.9967072 "Southern Illinois University at Edwardsville" "<b>Southern Illinois University at Edwardsville</b><br><b>Public</b><br><b>Applications: </b>2540<br><b>Applicatants accepted: </b>2195<br><b>Enrollments: </b>994"
"Southern Methodist University" "Private" 4301 3455 1166 12726 72 69 32.8412178 -96.7845175 "Southern Methodist University" "<b>Southern Methodist University</b><br><b>Private</b><br><b>Applications: </b>4301<br><b>Applicatants accepted: </b>3455<br><b>Enrollments: </b>1166"
"Southwest Baptist University" "Private" 1093 1093 642 4718 71 32 37.6011278 -93.4063276 "Southwest Baptist University" "<b>Southwest Baptist University</b><br><b>Private</b><br><b>Applications: </b>1093<br><b>Applicatants accepted: </b>1093<br><b>Enrollments: </b>642"
"Southwest Missouri State University" "Public" 6118 5254 3204 4632 56 37 37.2006291 -93.281232 "Southwest Missouri State University" "<b>Southwest Missouri State University</b><br><b>Public</b><br><b>Applications: </b>6118<br><b>Applicatants accepted: </b>5254<br><b>Enrollments: </b>3204"
"Southwest State University" "Public" 1047 938 511 6591 51 33 44.4557746 -95.7602634 "Southwest State University" "<b>Southwest State University</b><br><b>Public</b><br><b>Applications: </b>1047<br><b>Applicatants accepted: </b>938<br><b>Enrollments: </b>511"
"Southwestern Adventist College" "Private" 321 318 172 5309 36 27 32.3963724 -97.3268414 "Southwestern Adventist College" "<b>Southwestern Adventist College</b><br><b>Private</b><br><b>Applications: </b>321<br><b>Applicatants accepted: </b>318<br><b>Enrollments: </b>172"
"Southwestern College" "Private" 213 155 75 7818 52 66 32.6406849 -116.9980806 "Southwestern College" "<b>Southwestern College</b><br><b>Private</b><br><b>Applications: </b>213<br><b>Applicatants accepted: </b>155<br><b>Enrollments: </b>75"
"Southwestern University" "Private" 1244 912 352 12995 67 77 30.6368922 -97.664306 "Southwestern University" "<b>Southwestern University</b><br><b>Private</b><br><b>Applications: </b>1244<br><b>Applicatants accepted: </b>912<br><b>Enrollments: </b>352"
"Spalding University" "Private" 283 201 97 6860 89 45 38.2413423 -85.7573339 "Spalding University" "<b>Spalding University</b><br><b>Private</b><br><b>Applications: </b>283<br><b>Applicatants accepted: </b>201<br><b>Enrollments: </b>97"
"Spelman College" "Private" 3713 1237 443 9988 65 83 33.7452157 -84.4114887 "Spelman College" "<b>Spelman College</b><br><b>Private</b><br><b>Applications: </b>3713<br><b>Applicatants accepted: </b>1237<br><b>Enrollments: </b>443"
"Spring Arbor College" "Private" 372 362 181 10938 49 32 42.2064519 -84.5549522 "Spring Arbor College" "<b>Spring Arbor College</b><br><b>Private</b><br><b>Applications: </b>372<br><b>Applicatants accepted: </b>362<br><b>Enrollments: </b>181"
"St. Bonaventure University" "Private" 1489 1313 375 9828 78 45 42.0799022 -78.4845212 "St. Bonaventure University" "<b>St. Bonaventure University</b><br><b>Private</b><br><b>Applications: </b>1489<br><b>Applicatants accepted: </b>1313<br><b>Enrollments: </b>375"
"St. John's College" "Private" 323 278 122 15622 64 51 38.981963 -76.491536 "St. John's College" "<b>St. John's College</b><br><b>Private</b><br><b>Applications: </b>323<br><b>Applicatants accepted: </b>278<br><b>Enrollments: </b>122"
"St. John Fisher College" "Private" 1368 1064 354 7908 66 51 43.1153724 -77.5115112 "St. John Fisher College" "<b>St. John Fisher College</b><br><b>Private</b><br><b>Applications: </b>1368<br><b>Applicatants accepted: </b>1064<br><b>Enrollments: </b>354"
"St. Lawrence University" "Private" 2753 1820 505 14980 85 56 44.5890632 -75.1621818 "St. Lawrence University" "<b>St. Lawrence University</b><br><b>Private</b><br><b>Applications: </b>2753<br><b>Applicatants accepted: </b>1820<br><b>Enrollments: </b>505"
"St. Martin's College" "Private" 191 165 63 9209 40 25 47.0403412 -122.8154333 "St. Martin's College" "<b>St. Martin's College</b><br><b>Private</b><br><b>Applications: </b>191<br><b>Applicatants accepted: </b>165<br><b>Enrollments: </b>63"
"St. Mary's College of California" "Private" 2643 1611 465 9619 78 80 37.841114 -122.109368 "St. Mary's College of California" "<b>St. Mary's College of California</b><br><b>Private</b><br><b>Applications: </b>2643<br><b>Applicatants accepted: </b>1611<br><b>Enrollments: </b>465"
"St. Mary's College of Maryland" "Public" 1340 695 285 10357 63 73 38.1909255 -76.4290313 "St. Mary's College of Maryland" "<b>St. Mary's College of Maryland</b><br><b>Public</b><br><b>Applications: </b>1340<br><b>Applicatants accepted: </b>695<br><b>Enrollments: </b>285"
"St. Mary's University of San Antonio" "Private" 1243 1020 414 7651 72 60 29.4530668 -98.5613485 "St. Mary's University of San Antonio" "<b>St. Mary's University of San Antonio</b><br><b>Private</b><br><b>Applications: </b>1243<br><b>Applicatants accepted: </b>1020<br><b>Enrollments: </b>414"
"St. Norbert College" "Private" 1334 1243 568 8595 88 56 44.4462084 -88.0683438 "St. Norbert College" "<b>St. Norbert College</b><br><b>Private</b><br><b>Applications: </b>1334<br><b>Applicatants accepted: </b>1243<br><b>Enrollments: </b>568"
"St. Paul's College" "Private" 651 581 243 8426 45 17 36.7617792 -77.8503067 "St. Paul's College" "<b>St. Paul's College</b><br><b>Private</b><br><b>Applications: </b>651<br><b>Applicatants accepted: </b>581<br><b>Enrollments: </b>243"
"St. Thomas Aquinas College" "Private" 861 609 215 6534 67 27 41.0421694 -73.9364154 "St. Thomas Aquinas College" "<b>St. Thomas Aquinas College</b><br><b>Private</b><br><b>Applications: </b>861<br><b>Applicatants accepted: </b>609<br><b>Enrollments: </b>215"
"Stephens College" "Private" 450 405 194 9995 59 34 38.951431 -92.322074 "Stephens College" "<b>Stephens College</b><br><b>Private</b><br><b>Applications: </b>450<br><b>Applicatants accepted: </b>405<br><b>Enrollments: </b>194"
"Stetson University" "Private" 1557 1227 489 10307 73 69 29.035599 -81.3034152 "Stetson University" "<b>Stetson University</b><br><b>Private</b><br><b>Applications: </b>1557<br><b>Applicatants accepted: </b>1227<br><b>Enrollments: </b>489"
"Stevens Institute of Technology" "Private" 1768 1249 380 12837 79 93 40.7443226 -74.0258682 "Stevens Institute of Technology" "<b>Stevens Institute of Technology</b><br><b>Private</b><br><b>Applications: </b>1768<br><b>Applicatants accepted: </b>1249<br><b>Enrollments: </b>380"
"Stockton College of New Jersey" "Public" 4019 1579 710 5599 64 65 39.4923197 -74.5313763 "Stockton College of New Jersey" "<b>Stockton College of New Jersey</b><br><b>Public</b><br><b>Applications: </b>4019<br><b>Applicatants accepted: </b>1579<br><b>Enrollments: </b>710"
"Stonehill College" "Private" 3646 2300 585 7495 97 69 42.0619239 -71.0776497 "Stonehill College" "<b>Stonehill College</b><br><b>Private</b><br><b>Applications: </b>3646<br><b>Applicatants accepted: </b>2300<br><b>Enrollments: </b>585"
"SUNY at Albany" "Public" 13528 9198 1843 9075 74 61 42.6867393 -73.822842 "SUNY at Albany" "<b>SUNY at Albany</b><br><b>Public</b><br><b>Applications: </b>13528<br><b>Applicatants accepted: </b>9198<br><b>Enrollments: </b>1843"
"SUNY at Binghamton" "Public" 14463 6166 1757 8055 80 94 42.0887762 -75.9701781 "SUNY at Binghamton" "<b>SUNY at Binghamton</b><br><b>Public</b><br><b>Applications: </b>14463<br><b>Applicatants accepted: </b>6166<br><b>Enrollments: </b>1757"
"SUNY at Buffalo" "Public" 15039 9649 3087 11177 56 100 43.0008093 -78.7889697 "SUNY at Buffalo" "<b>SUNY at Buffalo</b><br><b>Public</b><br><b>Applications: </b>15039<br><b>Applicatants accepted: </b>9649<br><b>Enrollments: </b>3087"
"SUNY at Stony Brook" "Public" 12512 6969 1724 13705 57 66 40.9123761 -73.1233889 "SUNY at Stony Brook" "<b>SUNY at Stony Brook</b><br><b>Public</b><br><b>Applications: </b>12512<br><b>Applicatants accepted: </b>6969<br><b>Enrollments: </b>1724"
"SUNY College  at Brockport" "Public" 7294 3564 904 6632 49 34 43.210018 -77.9507327 "SUNY College  at Brockport" "<b>SUNY College  at Brockport</b><br><b>Public</b><br><b>Applications: </b>7294<br><b>Applicatants accepted: </b>3564<br><b>Enrollments: </b>904"
"SUNY College  at Oswego" "Public" 8000 4556 1464 5280 63 70 43.4509016 -76.5440118 "SUNY College  at Oswego" "<b>SUNY College  at Oswego</b><br><b>Public</b><br><b>Applications: </b>8000<br><b>Applicatants accepted: </b>4556<br><b>Enrollments: </b>1464"
"SUNY College at Buffalo" "Public" 5318 3515 1025 7511 42 29 42.9337414 -78.8821363 "SUNY College at Buffalo" "<b>SUNY College at Buffalo</b><br><b>Public</b><br><b>Applications: </b>5318<br><b>Applicatants accepted: </b>3515<br><b>Enrollments: </b>1025"
"SUNY College at Cortland" "Public" 7888 3519 1036 5563 53 40 42.599001 -76.187797 "SUNY College at Cortland" "<b>SUNY College at Cortland</b><br><b>Public</b><br><b>Applications: </b>7888<br><b>Applicatants accepted: </b>3519<br><b>Enrollments: </b>1036"
